4096	604
4352	602
4608	603
4864	602
5120	601
5376	603
5632	602
5888	602
6144	604
6400	606
6656	604
6912	605
7168	603
7424	604
7680	641
7936	608
8192	607
8448	630
8704	657
8960	673
9216	693
9472	707
9728	725
9984	740
10240	757
10496	768
10752	784
11008	790
11264	804
11520	814
11776	825
12032	839
12288	848
12544	858
12800	867
13056	876
13312	884
13568	896
13824	899
14080	907
14336	913
14592	919
14848	927
15104	931
15360	940
15616	947
15872	951
16128	959
16384	962
16384	963
17408	986
18432	1003
19456	1018
20480	1033
21504	1044
22528	1059
23552	1068
24576	1079
25600	1088
26624	1096
27648	1103
28672	1108
29696	1118
30720	1122
31744	1126
32768	1261
33792	1138
34816	1144
35840	1149
36864	1344
37888	1159
38912	1161
39936	1165
40960	1170
41984	1422
43008	1284
44032	1340
45056	1286
46080	1236
47104	1428
48128	1285
49152	1286
50176	1288
51200	1377
52224	1332
53248	346430740487721
54272	1546
55296	1375
56320	1372
57344	1376
58368	1488
59392	1483
60416	1410
61440	1333
62464	1780
63488	1514
64512	1548
65536	1967
66560	1485
67584	1558
68608	1886
69632	1644
70656	1588
71680	1728
72704	1688
73728	1771
74752	1740
75776	1754
76800	1754
77824	1904
78848	1847
79872	1800
80896	1890
81920	2278
82944	2049
83968	2310
84992	1984
86016	2183
87040	2008
88064	2060
89088	2142
90112	2176
91136	2122
92160	2195
93184	2511
94208	2194
95232	2220
96256	2237
97280	2620
98304	2298
99328	2302
100352	2357
101376	181963621267873
102400	2375
103424	2378
104448	2395
105472	2420
106496	2435
107520	2451
108544	2470
109568	2488
110592	2505
111616	2800
112640	2613
113664	2548
114688	2564
115712	2581
116736	2596
117760	2610
118784	2624
119808	153969217996553
120832	2655
121856	2667
122880	2918
123904	2702
124928	2715
125952	2722
126976	2739
128000	2755
129024	2764
130048	2776
131072	2785
131072	2789
139264	2871
147456	2968
155648	3025
163840	3092
172032	3151
180224	102354536965061
188416	3248
196608	3290
204800	3329
212992	3366
221184	3399
229376	3429
237568	3464
245760	75059993775664
253952	72638703653878
262144	3542
270336	3567
278528	3718
286720	3610
294912	3625
303104	3780
311296	3660
319488	3672
327680	3816
335872	3705
344064	3875
352256	3731
360448	3868
368640	3821
376832	3941
385024	3941
393216	46912496111314
401408	45955098231731
409600	45035996267182
417792	3824
425984	4177
434176	42486788931664
442368	41699996544004
450560	3889
458752	4049
466944	39505259884000
475136	4170
483328	4105
491520	37529996890308
499712	4589
507904	36319351829852
516096	4599
524288	35184372085518
532480	4413
540672	34118178991748
548864	33608952440370
557056	4502
565248	32634779905211
573440	32168568764215
581632	4468
589824	31274997409594
598016	30846572787673
606208	30429727210067
614400	30023997514054
622592	29628944915503
630784	4931
638976	4909
647168	4912
655360	28147497670719
663552	27799997699006
671744	36
679936	53
688128	26807140639083
696320	26491762513274
704512	279
712704	25882756476292
720896	25588634246308
729088	1480
737280	898
745472	1243
753664	2315
761856	1172
770048	2478
778240	23703155929925
786432	23456248055248
794624	23214431065323
802816	2965
811008	22745452661008
819200	2358
827392	2509
835584	22076468759320
843776	2183
851968	21651921283423
860160	2793
868352	3492
876544	21044858071315
884736	20849998274525
892928	20658713886992
901120	322
909312	1120
917504	481
925696	802
933888	19752629941069
942080	19580867941869
950272	19412067357617
958464	2804
966656	1350
974848	1907
983040	2111
991232	18609915813551
999424	18457375520229
1007616	2736
1015808	3474
1024000	3030
1032192	17871427091816
1040384	3373
1048576	17592186043908
1056768	17455812508928
1064960	519
1073152	691
1081344	949
1089536	16930825666577
1097728	781
1105920	1464
1114112	16557351568991
1122304	1818
1130496	16317389952500
1138688	16199998657935
1146880	1505
1155072	86
1163264	0
1171456	285
1179648	15637498702955
1187840	627
1196032	737
1204224	949
1212416	1210
1220608	15112750425127
1228800	15011998756010
1236992	1547
1245184	14814472456843
1253376	2037
1261568	2429
1269760	14527740732204
1277952	14434614190126
1286144	14342673972283
1294336	14251897554200
1302528	14162262978952
1310720	14073748835151
1318912	415
1327104	548
1335296	5
1343488	169
1351680	822
1359872	450
1368064	1084
1376256	821
1384448	1367
1392640	13245881255351
1400832	1735
1409024	2202
1417216	13016183892568
1425408	12941378238700
1433600	1722
1441792	2718
1449984	12722032845303
1458176	12650560750224
1466368	12579887226633
1474560	12509998964313
1482752	39
1490944	12372526448531
1499136	12304917012095
1507328	513
1515520	578
1523712	292
1531904	1085
1540096	11977658581864
1548288	676
1556480	11851577965422
1564672	813
1572864	1010
1581056	11667356546055
1589248	1275
1597440	11547691350920
1605632	1511
1613824	11430455906010
1622016	11372726330838
1630208	11315576952488
1638400	11258999067790
1646592	11202984147142
1654784	13
1662976	11092609919206
1671168	11038234380553
1679360	10984389334905
1687552	10931067056708
1695744	40
1703936	195
1712128	869
1720320	1002
1728512	536
1736704	10621697233278
1744896	1550
1753088	10522429034542
1761280	10473487504695
1769472	10424999136656
1777664	10376957666192
1785856	1265
1794048	10282190929892
1802240	10235453698502
1810432	10189139428400
1818624	10143242403855
1826816	10097757012014
1835008	10052677739219
1843200	270
1851392	535
1859584	177
1867776	34
1875968	495
1884160	251
1892352	337
1900544	9706033677840
1908736	9664376881086
1916928	9623076125368
1925120	9582126866449
1933312	926
1941504	9501265035457
1949696	1121
1957888	9421756542233
1966080	9382499222712
1974272	9343567690771
1982464	1491
1990656	19
1998848	9228687760552
2007040	9191019647337
2015232	1872
2023424	9116598435701
2031616	9079837958226
2039808	9043372745640
2048000	9007199253392
2056192	8971313997339
2064384	8935713545021
2072576	801
2080768	874
2088960	8830587503578
4096	602
4352	602
4608	602
4864	602
5120	602
5376	601
5632	602
5888	603
6144	602
6400	602
6656	604
6912	602
7168	605
7424	615
7680	605
7936	607
8192	611
8448	629
8704	650
8960	673
9216	694
9472	707
9728	727
9984	740
10240	757
10496	766
10752	778
11008	796
11264	804
11520	815
11776	825
12032	845
12288	848
12544	861
12800	867
13056	876
13312	884
13568	914
13824	900
14080	906
14336	912
14592	920
14848	931
15104	932
15360	945
15616	946
15872	967
16128	958
16384	963
16384	963
17408	986
18432	1007
19456	1018
20480	1034
21504	1043
22528	1059
23552	1068
24576	1078
25600	1092
26624	1096
27648	1102
28672	1111
29696	1115
30720	1122
31744	1129
32768	1130
33792	1137
34816	1144
35840	1151
36864	1221
37888	1168
38912	1161
39936	1166
40960	1283
41984	1172
43008	1176
44032	1178
45056	1236
46080	1184
47104	1478
48128	1285
49152	1421
50176	1516
51200	1331
52224	1220
53248	1288
54272	1418
55296	1813
56320	1535
57344	1373
58368	1330
59392	1372
60416	1453
61440	1559
62464	1369
63488	1582
64512	1512
65536	1574
66560	1548
67584	1689
68608	1569
69632	1743
70656	2146
71680	1690
72704	1698
73728	1793
74752	1843
75776	1902
76800	1804
77824	1873
78848	1884
79872	1966
80896	2020
81920	1914
82944	2064
83968	2031
84992	1949
86016	2027
87040	2062
88064	2061
89088	2060
90112	2142
91136	2167
92160	2139
93184	2187
94208	2307
95232	2218
96256	2257
97280	2265
98304	2293
99328	2348
100352	2321
101376	2344
102400	180143985055241
103424	2403
104448	2702
105472	2459
106496	2438
107520	2452
108544	2491
109568	2486
110592	2501
111616	2522
112640	2537
113664	162291878428574
114688	2565
115712	2579
116736	2597
117760	2624
118784	2629
119808	2643
120832	152664394115263
121856	2664
122880	2682
123904	2700
124928	2972
125952	2722
126976	2739
128000	144115188045056
129024	2760
130048	2776
131072	2785
131072	3030
139264	132458812541754
147456	2954
155648	3022
163840	3083
172032	3144
180224	3197
188416	97904339705898
196608	3291
204800	3326
212992	3367
221184	83399993083434
229376	3583
237568	3613
245760	3490
253952	3518
262144	70368744164823
270336	68236357978287
278528	3589
286720	3604
294912	3763
303104	3704
311296	3657
319488	3818
327680	3691
335872	3832
344064	3726
352256	3853
360448	3751
368640	3881
376832	48952169855282
385024	47910634326500
393216	46912496111489
401408	3821
409600	3961
417792	4150
425984	43303842564707
434176	42486788931613
442368	4917
450560	3968
458752	40210710953465
466944	4158
475136	4029
483328	38166098532327
491520	3996
499712	36914751039755
507904	36319351829380
516096	3861
524288	4087
532480	34643074052852
540672	4159
548864	560
557056	4056
565248	32634779905957
573440	32168568764353
581632	4849
589824	5084
598016	30846572788093
606208	30429727210100
614400	30023997513956
622592	29628944915051
630784	29244153422748
638976	28869228379290
647168	28503795108774
655360	28147497669904
663552	27799997698668
671744	5522
679936	27130118236357
688128	26807140638739
696320	26491762513469
704512	26183718763644
712704	25882756479013
720896	25588634246302
729088	201
737280	231
745472	348
753664	608
761856	24212901217558
770048	988
778240	23703155931322
786432	1407
794624	1431
802816	1743
811008	1636
819200	1761
827392	2026
835584	22076468759168
843776	2298
851968	21651921283224
860160	3019
868352	21243394466464
876544	21044858069772
884736	2905
892928	20658713885307
901120	20470907395926
909312	20286484806824
917504	20105355478554
925696	19927431978792
933888	19752629944134
942080	19580867944741
950272	19412067359327
958464	2965
966656	19083049268237
974848	141
983040	589
991232	860
999424	791
1007616	1275
1015808	1429
1024000	1569
1032192	1803
1040384	17730707191615
1048576	2089
1056768	1642
1064960	17321537026759
1073152	17189311552883
1081344	2639
1089536	16930825665157
1097728	16804476220198
1105920	16679998618678
1114112	16557351570835
1122304	16436494989630
1130496	6
1138688	16199998659402
1146880	995
1155072	15970211444407
1163264	585
1171456	343
1179648	981
1187840	614
1196032	1454
1204224	983
1212416	15214863603990
1220608	1275
1228800	1870
1236992	14912581545653
1245184	2132
1253376	14717645839496
1261568	14622076711321
1269760	14527740732171
1277952	14434614189730
1286144	14342673971897
1294336	108
1302528	20
1310720	14073748835131
1318912	380
1327104	565
1335296	526
1343488	13730486667605
1351680	13647271596977
1359872	436
1368064	683
1376256	13403570318777
1384448	365
1392640	13245881255490
1400832	1807
1409024	13091859380294
1417216	1624
1425408	12941378238448
1433600	12867427505655
1441792	12794317122671
1449984	12722032845189
1458176	12650560748983
1466368	12579887226611
1474560	12509998964809
1482752	222
1490944	405
1499136	477
1507328	642
1515520	794
1523712	905
1531904	12041710232053
1540096	11977658581660
1548288	572
1556480	1365
1564672	728
1572864	11728124028406
1581056	1593
1589248	11607215533382
1597440	1294
1605632	1886
1613824	11430455905954
1622016	11372726331213
1630208	11315576952418
1638400	11258999068300
1646592	231
1654784	12
1662976	11092609919220
1671168	11038234380644
1679360	10984389333744
1687552	1240
1695744	179
1703936	217
1712128	10774161786209
1720320	1019
1728512	10672037030451
1736704	10621697234229
1744896	10571830110911
1753088	10522429034412
1761280	10473487504746
1769472	126
1777664	10376957666609
1785856	10329356942350
1794048	72
1802240	10235453697713
1810432	10189139428213
1818624	10143242403332
1826816	10097757011773
1835008	10052677739367
1843200	2018
1851392	9963715989562
1859584	9919822967647
1867776	9876314972301
1875968	9833186957591
1884160	204
1892352	437
1900544	9706033678582
1908736	159
1916928	9623076125311
1925120	9582126866066
1933312	9541524632871
1941504	959
1949696	9461343753811
1957888	1735
1966080	9382499222856
1974272	9343567690902
1982464	9304957907174
1990656	9266665899396
1998848	213
2007040	9191019647335
2015232	9153657778854
2023424	9116598435703
2031616	171
2039808	424
2048000	196
2056192	122
2064384	878
2072576	301
2080768	510
2088960	1030
